bus_id,bus0,nonslack0,type,is_slack,is_pv,is_pq,base_kv,vm_init,va_init_rad,va_init_deg,vmax,vmin,pd_mw,qd_mvar,gs,bs,p_spec0_pu,q_spec0_pu
51,50,50,1,0,0,1,138.000000000000000,0.967000000000000,0.284139602224677,16.280000000000001,1.060000000000000,0.940000000000000,17.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,-0.170000000000000,-0.080000000000000
52,51,51,1,0,0,1,138.000000000000000,0.957000000000000,0.267384441405531,15.320000000000000,1.060000000000000,0.940000000000000,18.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,-0.180000000000000,-0.050000000000000
53,52,52,1,0,0,1,138.000000000000000,0.946000000000000,0.250454747661186,14.350000000000000,1.060000000000000,0.940000000000000,23.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,-0.230000000000000,-0.110000000000000
54,53,53,2,0,1,0,138.000000000000000,0.955000000000000,0.266337243854335,15.260000000000000,1.060000000000000,0.940000000000000,113.000000000000000,32.000000000000000,0.000000000000000,0.000000000000000,-0.650000000000000,-0.320000000000000
55,54,54,2,0,1,0,138.000000000000000,0.952000000000000,0.261275789023551,14.970000000000001,1.060000000000000,0.940000000000000,63.000000000000000,22.000000000000000,0.000000000000000,0.000000000000000,-0.630000000000000,-0.220000000000000
56,55,55,2,0,1,0,138.000000000000000,0.954000000000000,0.264591914602340,15.160000000000000,1.060000000000000,0.940000000000000,84.000000000000000,18.000000000000000,0.000000000000000,0.000000000000000,-0.840000000000000,-0.180000000000000
57,56,56,1,0,0,1,138.000000000000000,0.971000000000000,0.285535865626272,16.359999999999999,1.060000000000000,0.940000000000000,12.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,-0.120000000000000,-0.030000000000000
58,57,57,1,0,0,1,138.000000000000000,0.959000000000000,0.270700566984320,15.510000000000000,1.060000000000000,0.940000000000000,12.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,-0.120000000000000,-0.030000000000000
59,58,58,2,0,1,0,138.000000000000000,0.985000000000000,0.338070276111302,19.370000000000001,1.060000000000000,0.940000000000000,277.000000000000000,113.000000000000000,0.000000000000000,0.000000000000000,-1.220000000000000,-1.130000000000000
60,59,59,1,0,0,1,138.000000000000000,0.993000000000000,0.404043721836687,23.149999999999999,1.060000000000000,0.940000000000000,78.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,-0.780000000000000,-0.030000000000000
61,60,60,2,0,1,0,138.000000000000000,0.995000000000000,0.419577152179437,24.039999999999999,1.060000000000000,0.940000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.600000000000000,-0.000000000000000
62,61,61,2,0,1,0,138.000000000000000,0.998000000000000,0.408930643742271,23.430000000000000,1.060000000000000,0.940000000000000,77.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,-0.770000000000000,-0.140000000000000
63,62,62,1,0,0,1,345.000000000000000,0.969000000000000,0.397062404828710,22.750000000000000,1.060000000000000,0.940000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.000000000000000,-0.000000000000000
64,63,63,1,0,0,1,345.000000000000000,0.984000000000000,0.427954732589010,24.520000000000000,1.060000000000000,0.940000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.000000000000000,-0.000000000000000
65,64,64,2,0,1,0,345.000000000000000,1.005000000000000,0.482583538176432,27.649999999999999,1.060000000000000,0.940000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.910000000000000,-0.000000000000000
66,65,65,2,0,1,0,138.000000000000000,1.050000000000000,0.479616478448042,27.480000000000000,1.060000000000000,0.940000000000000,39.000000000000000,18.000000000000000,0.000000000000000,0.000000000000000,3.530000000000000,-0.180000000000000
67,66,66,1,0,0,1,138.000000000000000,1.020000000000000,0.433539786195391,24.840000000000000,1.060000000000000,0.940000000000000,28.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,-0.280000000000000,-0.070000000000000
68,67,67,1,0,0,1,345.000000000000000,1.003000000000000,0.480838208924438,27.550000000000001,1.060000000000000,0.940000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.000000000000000,-0.000000000000000
69,68,-1,3,1,0,0,138.000000000000000,1.035000000000000,0.523598775598299,30.000000000000000,1.060000000000000,0.940000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
70,69,68,2,0,1,0,138.000000000000000,0.984000000000000,0.394095345100320,22.579999999999998,1.060000000000000,0.940000000000000,66.000000000000000,20.000000000000000,0.000000000000000,0.000000000000000,-0.660000000000000,-0.200000000000000
71,70,69,1,0,0,1,138.000000000000000,0.987000000000000,0.386590429316744,22.149999999999999,1.060000000000000,0.940000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.000000000000000,-0.000000000000000
72,71,70,2,0,1,0,138.000000000000000,0.980000000000000,0.366170077068410,20.980000000000000,1.060000000000000,0.940000000000000,12.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.120000000000000,-0.000000000000000
73,72,71,2,0,1,0,138.000000000000000,0.991000000000000,0.382925237887556,21.940000000000001,1.060000000000000,0.940000000000000,6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.060000000000000,-0.000000000000000
74,73,72,2,0,1,0,138.000000000000000,0.958000000000000,0.377689250131573,21.640000000000001,1.060000000000000,0.940000000000000,68.000000000000000,27.000000000000000,0.000000000000000,12.000000000000000,-0.680000000000000,-0.270000000000000
75,74,73,1,0,0,1,138.000000000000000,0.967000000000000,0.399854931631901,22.910000000000000,1.060000000000000,0.940000000000000,47.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,-0.470000000000000,-0.110000000000000
76,75,74,2,0,1,0,138.000000000000000,0.943000000000000,0.379958178159166,21.770000000000000,1.060000000000000,0.940000000000000,68.000000000000000,36.000000000000000,0.000000000000000,0.000000000000000,-0.680000000000000,-0.360000000000000
77,76,75,2,0,1,0,138.000000000000000,1.006000000000000,0.466351976132885,26.719999999999999,1.060000000000000,0.940000000000000,61.000000000000000,28.000000000000000,0.000000000000000,0.000000000000000,-0.610000000000000,-0.280000000000000
78,77,76,1,0,0,1,138.000000000000000,1.003000000000000,0.461115988376902,26.420000000000002,1.060000000000000,0.940000000000000,71.000000000000000,26.000000000000000,0.000000000000000,0.000000000000000,-0.710000000000000,-0.260000000000000
79,78,77,1,0,0,1,138.000000000000000,1.009000000000000,0.466351976132885,26.719999999999999,1.060000000000000,0.940000000000000,39.000000000000000,32.000000000000000,0.000000000000000,20.000000000000000,-0.390000000000000,-0.320000000000000
80,79,78,2,0,1,0,138.000000000000000,1.040000000000000,0.505447351377558,28.960000000000001,1.060000000000000,0.940000000000000,130.000000000000000,26.000000000000000,0.000000000000000,0.000000000000000,3.470000000000000,-0.260000000000000
81,80,79,1,0,0,1,345.000000000000000,0.997000000000000,0.490437519810407,28.100000000000001,1.060000000000000,0.940000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.000000000000000,-0.000000000000000
82,81,80,1,0,0,1,138.000000000000000,0.989000000000000,0.475427688243255,27.239999999999998,1.060000000000000,0.940000000000000,54.000000000000000,27.000000000000000,0.000000000000000,20.000000000000000,-0.540000000000000,-0.270000000000000
83,82,81,1,0,0,1,138.000000000000000,0.985000000000000,0.496022573416789,28.420000000000002,1.060000000000000,0.940000000000000,20.000000000000000,10.000000000000000,0.000000000000000,10.000000000000000,-0.200000000000000,-0.100000000000000
84,83,82,1,0,0,1,138.000000000000000,0.980000000000000,0.540179403492245,30.949999999999999,1.060000000000000,0.940000000000000,11.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,-0.110000000000000,-0.070000000000000
85,84,83,2,0,1,0,138.000000000000000,0.985000000000000,0.567406539823357,32.509999999999998,1.060000000000000,0.940000000000000,24.000000000000000,15.000000000000000,0.000000000000000,0.000000000000000,-0.240000000000000,-0.150000000000000
86,85,84,1,0,0,1,138.000000000000000,0.987000000000000,0.543495529071034,31.140000000000001,1.060000000000000,0.940000000000000,21.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,-0.210000000000000,-0.100000000000000
87,86,85,2,0,1,0,161.000000000000000,1.015000000000000,0.548033385126219,31.399999999999999,1.060000000000000,0.940000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.040000000000000,-0.000000000000000
88,87,86,1,0,0,1,138.000000000000000,0.987000000000000,0.622035345410779,35.640000000000001,1.060000000000000,0.940000000000000,48.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,-0.480000000000000,-0.100000000000000
89,88,87,2,0,1,0,138.000000000000000,1.005000000000000,0.692721180116549,39.689999999999998,1.060000000000000,0.940000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.070000000000000,-0.000000000000000
90,89,88,2,0,1,0,138.000000000000000,0.985000000000000,0.581020107988912,33.289999999999999,1.060000000000000,0.940000000000000,163.000000000000000,42.000000000000000,0.000000000000000,0.000000000000000,-1.630000000000000,-0.420000000000000
91,90,89,2,0,1,0,138.000000000000000,0.980000000000000,0.581369173839311,33.310000000000002,1.060000000000000,0.940000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.100000000000000,-0.000000000000000
92,91,90,2,0,1,0,138.000000000000000,0.990000000000000,0.589921287174083,33.799999999999997,1.060000000000000,0.940000000000000,65.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,-0.650000000000000,-0.100000000000000
93,92,91,1,0,0,1,138.000000000000000,0.987000000000000,0.537386876689054,30.789999999999999,1.060000000000000,0.940000000000000,12.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,-0.120000000000000,-0.070000000000000
94,93,92,1,0,0,1,138.000000000000000,0.991000000000000,0.499862297771176,28.640000000000001,1.060000000000000,0.940000000000000,30.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,-0.300000000000000,-0.160000000000000
95,94,93,1,0,0,1,138.000000000000000,0.981000000000000,0.482932604026831,27.670000000000002,1.060000000000000,0.940000000000000,42.000000000000000,31.000000000000000,0.000000000000000,0.000000000000000,-0.420000000000000,-0.310000000000000
96,95,94,1,0,0,1,138.000000000000000,0.993000000000000,0.480140077223640,27.510000000000002,1.060000000000000,0.940000000000000,38.000000000000000,15.000000000000000,0.000000000000000,0.000000000000000,-0.380000000000000,-0.150000000000000
97,96,95,1,0,0,1,138.000000000000000,1.011000000000000,0.486597795456019,27.879999999999999,1.060000000000000,0.940000000000000,15.000000000000000,9.000000000000000,0.000000000000000,0.000000000000000,-0.150000000000000,-0.090000000000000
98,97,96,1,0,0,1,138.000000000000000,1.024000000000000,0.478220215046446,27.399999999999999,1.060000000000000,0.940000000000000,34.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,-0.340000000000000,-0.080000000000000
99,98,97,2,0,1,0,138.000000000000000,1.010000000000000,0.471937029739267,27.039999999999999,1.060000000000000,0.940000000000000,42.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.420000000000000,-0.000000000000000
100,99,98,2,0,1,0,138.000000000000000,1.017000000000000,0.489215789334011,28.030000000000001,1.060000000000000,0.940000000000000,37.000000000000000,18.000000000000000,0.000000000000000,0.000000000000000,2.150000000000000,-0.180000000000000
101,100,99,1,0,0,1,138.000000000000000,0.993000000000000,0.516791991515521,29.609999999999999,1.060000000000000,0.940000000000000,22.000000000000000,15.000000000000000,0.000000000000000,0.000000000000000,-0.220000000000000,-0.150000000000000
102,101,100,1,0,0,1,138.000000000000000,0.991000000000000,0.563741348394168,32.299999999999997,1.060000000000000,0.940000000000000,5.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,-0.050000000000000,-0.030000000000000
103,102,101,2,0,1,0,138.000000000000000,1.010000000000000,0.426558469187414,24.440000000000001,1.060000000000000,0.940000000000000,23.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,0.170000000000000,-0.160000000000000
104,103,102,2,0,1,0,138.000000000000000,0.971000000000000,0.378561914757570,21.690000000000001,1.060000000000000,0.940000000000000,38.000000000000000,25.000000000000000,0.000000000000000,0.000000000000000,-0.380000000000000,-0.250000000000000
105,104,103,2,0,1,0,138.000000000000000,0.965000000000000,0.359014227135234,20.570000000000000,1.060000000000000,0.940000000000000,31.000000000000000,26.000000000000000,0.000000000000000,20.000000000000000,-0.310000000000000,-0.260000000000000
106,105,104,1,0,0,1,138.000000000000000,0.962000000000000,0.354650904005248,20.320000000000000,1.060000000000000,0.940000000000000,43.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,-0.430000000000000,-0.160000000000000
107,106,105,2,0,1,0,138.000000000000000,0.952000000000000,0.305956217874606,17.530000000000001,1.060000000000000,0.940000000000000,50.000000000000000,12.000000000000000,0.000000000000000,6.000000000000000,-0.500000000000000,-0.120000000000000
108,107,106,1,0,0,1,138.000000000000000,0.967000000000000,0.338244809036501,19.379999999999999,1.060000000000000,0.940000000000000,2.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,-0.020000000000000,-0.010000000000000
109,108,107,1,0,0,1,138.000000000000000,0.967000000000000,0.330390827402527,18.930000000000000,1.060000000000000,0.940000000000000,8.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,-0.080000000000000,-0.030000000000000
110,109,108,2,0,1,0,138.000000000000000,0.973000000000000,0.315730061685774,18.090000000000000,1.060000000000000,0.940000000000000,39.000000000000000,30.000000000000000,0.000000000000000,6.000000000000000,-0.390000000000000,-0.300000000000000
111,110,109,2,0,1,0,138.000000000000000,0.980000000000000,0.344527994343681,19.739999999999998,1.060000000000000,0.940000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.360000000000000,-0.000000000000000
112,111,110,2,0,1,0,138.000000000000000,0.975000000000000,0.261624854873950,14.990000000000000,1.060000000000000,0.940000000000000,68.000000000000000,13.000000000000000,0.000000000000000,0.000000000000000,-0.680000000000000,-0.130000000000000
113,112,111,2,0,1,0,138.000000000000000,0.993000000000000,0.239808239224021,13.740000000000000,1.060000000000000,0.940000000000000,6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.060000000000000,-0.000000000000000
114,113,112,1,0,0,1,138.000000000000000,0.960000000000000,0.252374609838380,14.460000000000001,1.060000000000000,0.940000000000000,8.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,-0.080000000000000,-0.030000000000000
115,114,113,1,0,0,1,138.000000000000000,0.960000000000000,0.252374609838380,14.460000000000001,1.060000000000000,0.940000000000000,22.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,-0.220000000000000,-0.070000000000000
116,115,114,2,0,1,0,138.000000000000000,1.005000000000000,0.473333293140862,27.120000000000001,1.060000000000000,0.940000000000000,184.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-1.840000000000000,-0.000000000000000
117,116,115,1,0,0,1,138.000000000000000,0.974000000000000,0.186226631187795,10.670000000000000,1.060000000000000,0.940000000000000,20.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,-0.200000000000000,-0.080000000000000
118,117,116,1,0,0,1,138.000000000000000,0.949000000000000,0.382576172037157,21.920000000000002,1.060000000000000,0.940000000000000,33.000000000000000,15.000000000000000,0.000000000000000,0.000000000000000,-0.330000000000000,-0.150000000000000
